country,year,month,level,maker,model,category,seats,region,units,units_ytd,yoy_pct,is_subtotal,source,source_url,source_name,source_site
VN,2026,3,model,Toyota,Corolla Cross,SUV,5 seats,Central,55,78,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Corolla Cross,SUV,5 seats,North,92,136,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Corolla Cross,SUV,5 seats,South,52,62,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Corolla Cross Hybrid,Hybrid,5 seats,ALL,752,1179,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Corolla Cross Hybrid,Hybrid,5 seats,Central,163,240,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Corolla Cross Hybrid,Hybrid,5 seats,North,398,637,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Corolla Cross Hybrid,Hybrid,5 seats,South,191,302,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Corolla Hybrid,Hybrid,6 seats,ALL,1,2,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Corolla Hybrid,Hybrid,6 seats,North,1,1,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Corolla Hybrid,Hybrid,6 seats,South,,1,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Fortuner,SUV,7 seats,ALL,3,181,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Fortuner,SUV,7 seats,Central,1,41,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Fortuner,SUV,7 seats,North,2,92,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Fortuner,SUV,7 seats,South,,48,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Fortuner (CBU),SUV,7 seats,ALL,103,253,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Fortuner (CBU),SUV,7 seats,Central,12,24,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Fortuner (CBU),SUV,7 seats,North,68,189,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Fortuner (CBU),SUV,7 seats,South,23,40,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Hilux,Pick-up,5 seats,ALL,650,1649,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Hilux,Pick-up,5 seats,Central,215,521,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Hilux,Pick-up,5 seats,North,234,672,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Hilux,Pick-up,5 seats,South,201,456,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Innova Cross,MPV,8 seats,ALL,750,1400,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Innova Cross,MPV,8 seats,Central,87,148,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Innova Cross,MPV,8 seats,North,201,384,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Innova Cross,MPV,8 seats,South,462,868,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Innova Cross Hybrid,Hybrid,7 seats,ALL,826,1119,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Innova Cross Hybrid,Hybrid,7 seats,Central,60,77,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Innova Cross Hybrid,Hybrid,7 seats,North,185,268,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Innova Cross Hybrid,Hybrid,7 seats,South,581,774,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Land Prado,SUV,7 seats,ALL,27,84,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Land Prado,SUV,7 seats,Central,1,4,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Land Prado,SUV,7 seats,North,13,58,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Land Prado,SUV,7 seats,South,13,22,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Landcruiser,SUV,7 seats,ALL,64,213,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Landcruiser,SUV,7 seats,Central,17,63,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Landcruiser,SUV,7 seats,North,23,91,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Landcruiser,SUV,7 seats,South,24,59,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Raize,SUV,5 seats,ALL,405,730,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Raize,SUV,5 seats,Central,106,216,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Raize,SUV,5 seats,North,202,358,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Raize,SUV,5 seats,South,97,156,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Veloz Cross,MPV,7 seats,ALL,719,2175,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Veloz Cross,MPV,7 seats,Central,136,417,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Veloz Cross,MPV,7 seats,North,208,681,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Veloz Cross,MPV,7 seats,South,375,1077,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Vios,Sedan,5 seats,ALL,1004,2737,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Vios,Sedan,5 seats,Central,193,512,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Vios,Sedan,5 seats,North,473,1269,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Vios,Sedan,5 seats,South,338,956,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Wigo,Sedan,5 seats,ALL,2,200,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Wigo,Sedan,5 seats,Central,1,74,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Wigo,Sedan,5 seats,North,1,80,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Wigo,Sedan,5 seats,South,,46,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Yaris Cross,SUV,5 seats,ALL,1914,3605,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Yaris Cross,SUV,5 seats,Central,642,1298,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Yaris Cross,SUV,5 seats,North,957,1759,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Yaris Cross,SUV,5 seats,South,315,548,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Yaris Cross Hybrid,Hybrid,5 seats,ALL,464,561,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Yaris Cross Hybrid,Hybrid,5 seats,Central,92,100,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Yaris Cross Hybrid,Hybrid,5 seats,North,177,212,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,Toyota,Yaris Cross Hybrid,Hybrid,5 seats,South,195,249,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,VIDABUS,G12,Large bus,47 seats,ALL,10,17,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,VIDABUS,G12,Large bus,47 seats,North,10,17,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,VIDABUS,G8,Large bus,29-34 seats,ALL,,3,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,VIDABUS,G8,Large bus,29-34 seats,North,,3,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,VIDABUS,GVD090,City bus,60 seats,ALL,1,1,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,3,model,VIDABUS,GVD090,City bus,60 seats,South,1,1,,0,vama,http://vama.org.vn/Data/upload/files/2026/BCBH/VAMA%20sales%20report%20Mar%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,2,maker,BUS THACO,,,,ALL,321,109,,1,vama,http://vama.org.vn/Data/upload/files/2026/Ch%E1%BB%89nh%20s%E1%BB%ADa/VAMA%20sales%20report%20February%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,2,maker,BUS THACO,,,,Central,84,25,,1,vama,http://vama.org.vn/Data/upload/files/2026/Ch%E1%BB%89nh%20s%E1%BB%ADa/VAMA%20sales%20report%20February%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,2,maker,BUS THACO,,,,North,141,59,,1,vama,http://vama.org.vn/Data/upload/files/2026/Ch%E1%BB%89nh%20s%E1%BB%ADa/VAMA%20sales%20report%20February%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,2,maker,BUS THACO,,,,South,96,25,,1,vama,http://vama.org.vn/Data/upload/files/2026/Ch%E1%BB%89nh%20s%E1%BB%ADa/VAMA%20sales%20report%20February%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,2,maker,DAEWOO BUS,,,,ALL,2,8,,1,vama,http://vama.org.vn/Data/upload/files/2026/Ch%E1%BB%89nh%20s%E1%BB%ADa/VAMA%20sales%20report%20February%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,2,maker,DAEWOO BUS,,,,North,2,8,,1,vama,http://vama.org.vn/Data/upload/files/2026/Ch%E1%BB%89nh%20s%E1%BB%ADa/VAMA%20sales%20report%20February%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,2,maker,Ford,,,,ALL,5121,2473,,1,vama,http://vama.org.vn/Data/upload/files/2026/Ch%E1%BB%89nh%20s%E1%BB%ADa/VAMA%20sales%20report%20February%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,2,maker,Ford,,,,Central,1350,588,,1,vama,http://vama.org.vn/Data/upload/files/2026/Ch%E1%BB%89nh%20s%E1%BB%ADa/VAMA%20sales%20report%20February%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,2,maker,Ford,,,,North,2145,1077,,1,vama,http://vama.org.vn/Data/upload/files/2026/Ch%E1%BB%89nh%20s%E1%BB%ADa/VAMA%20sales%20report%20February%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,2,maker,Ford,,,,South,1626,808,,1,vama,http://vama.org.vn/Data/upload/files/2026/Ch%E1%BB%89nh%20s%E1%BB%ADa/VAMA%20sales%20report%20February%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,2,maker,Hino,,,,ALL,337,202,,1,vama,http://vama.org.vn/Data/upload/files/2026/Ch%E1%BB%89nh%20s%E1%BB%ADa/VAMA%20sales%20report%20February%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,2,maker,Hino,,,,Central,37,24,,1,vama,http://vama.org.vn/Data/upload/files/2026/Ch%E1%BB%89nh%20s%E1%BB%ADa/VAMA%20sales%20report%20February%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,2,maker,Hino,,,,North,111,64,,1,vama,http://vama.org.vn/Data/upload/files/2026/Ch%E1%BB%89nh%20s%E1%BB%ADa/VAMA%20sales%20report%20February%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,2,maker,Hino,,,,South,189,114,,1,vama,http://vama.org.vn/Data/upload/files/2026/Ch%E1%BB%89nh%20s%E1%BB%ADa/VAMA%20sales%20report%20February%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,2,maker,Honda,,,,ALL,2712,1052,,1,vama,http://vama.org.vn/Data/upload/files/2026/Ch%E1%BB%89nh%20s%E1%BB%ADa/VAMA%20sales%20report%20February%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,2,maker,Honda,,,,Central,751,306,,1,vama,http://vama.org.vn/Data/upload/files/2026/Ch%E1%BB%89nh%20s%E1%BB%ADa/VAMA%20sales%20report%20February%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,2,maker,Honda,,,,North,1196,505,,1,vama,http://vama.org.vn/Data/upload/files/2026/Ch%E1%BB%89nh%20s%E1%BB%ADa/VAMA%20sales%20report%20February%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,2,maker,Honda,,,,South,765,241,,1,vama,http://vama.org.vn/Data/upload/files/2026/Ch%E1%BB%89nh%20s%E1%BB%ADa/VAMA%20sales%20report%20February%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,2,maker,Isuzu,,,,ALL,888,568,,1,vama,http://vama.org.vn/Data/upload/files/2026/Ch%E1%BB%89nh%20s%E1%BB%ADa/VAMA%20sales%20report%20February%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,2,maker,Isuzu,,,,Central,93,41,,1,vama,http://vama.org.vn/Data/upload/files/2026/Ch%E1%BB%89nh%20s%E1%BB%ADa/VAMA%20sales%20report%20February%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,2,maker,Isuzu,,,,North,261,178,,1,vama,http://vama.org.vn/Data/upload/files/2026/Ch%E1%BB%89nh%20s%E1%BB%ADa/VAMA%20sales%20report%20February%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,2,maker,Isuzu,,,,South,534,349,,1,vama,http://vama.org.vn/Data/upload/files/2026/Ch%E1%BB%89nh%20s%E1%BB%ADa/VAMA%20sales%20report%20February%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,2,maker,Mitsubishi,,,,ALL,5039,1784,,1,vama,http://vama.org.vn/Data/upload/files/2026/Ch%E1%BB%89nh%20s%E1%BB%ADa/VAMA%20sales%20report%20February%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,2,maker,Mitsubishi,,,,Central,1522,478,,1,vama,http://vama.org.vn/Data/upload/files/2026/Ch%E1%BB%89nh%20s%E1%BB%ADa/VAMA%20sales%20report%20February%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,2,maker,Mitsubishi,,,,North,2075,622,,1,vama,http://vama.org.vn/Data/upload/files/2026/Ch%E1%BB%89nh%20s%E1%BB%ADa/VAMA%20sales%20report%20February%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,2,maker,Mitsubishi,,,,South,1442,684,,1,vama,http://vama.org.vn/Data/upload/files/2026/Ch%E1%BB%89nh%20s%E1%BB%ADa/VAMA%20sales%20report%20February%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,2,maker,PEUGEOT,,,,ALL,191,98,,1,vama,http://vama.org.vn/Data/upload/files/2026/Ch%E1%BB%89nh%20s%E1%BB%ADa/VAMA%20sales%20report%20February%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,2,maker,PEUGEOT,,,,Central,38,16,,1,vama,http://vama.org.vn/Data/upload/files/2026/Ch%E1%BB%89nh%20s%E1%BB%ADa/VAMA%20sales%20report%20February%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,2,maker,PEUGEOT,,,,North,95,55,,1,vama,http://vama.org.vn/Data/upload/files/2026/Ch%E1%BB%89nh%20s%E1%BB%ADa/VAMA%20sales%20report%20February%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,2,maker,PEUGEOT,,,,South,58,27,,1,vama,http://vama.org.vn/Data/upload/files/2026/Ch%E1%BB%89nh%20s%E1%BB%ADa/VAMA%20sales%20report%20February%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,2,maker,SAMCO,,,,ALL,10,12,,1,vama,http://vama.org.vn/Data/upload/files/2026/Ch%E1%BB%89nh%20s%E1%BB%ADa/VAMA%20sales%20report%20February%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,2,maker,SAMCO,,,,North,,6,,1,vama,http://vama.org.vn/Data/upload/files/2026/Ch%E1%BB%89nh%20s%E1%BB%ADa/VAMA%20sales%20report%20February%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
VN,2026,2,maker,SAMCO,,,,South,10,6,,1,vama,http://vama.org.vn/Data/upload/files/2026/Ch%E1%BB%89nh%20s%E1%BB%ADa/VAMA%20sales%20report%20February%202026%20-%20Detail.pdf,VAMA (Vietnam Automobile Manufacturers' Association),vama.org.vn
