year,month,maker,model,vama_class,seats,units,units_ytd
2026,3,Toyota,Camry,Sedan,5 seats,31,39
2026,3,Suzuki,Jimny,SUV,4 seats,31,75
2026,3,Toyota,Alphard Hybrid,Hybrid,7 seats,29,76
2026,3,Toyota,Land Prado,SUV,7 seats,27,84
2026,3,Isuzu,mu-X,SUV,7 seats,16,59
2026,3,VIDABUS,G12,Large bus,47 seats,10,17
2026,3,SAMCO,SAMCO 24 CN ~ 46CN,Medium bus,27 seats,10,18
2026,3,Suzuki,Swift,Hatchback,5 seats,6,57
2026,3,Toyota,Corolla,Sedan,5 seats,4,13
2026,3,Daewoo Truck,CL4TF/CL4T8/CL4DF,Light truck,,3,6
2026,3,Toyota,Fortuner,SUV,7 seats,3,181
2026,3,Toyota,Wigo,Sedan,5 seats,2,200
2026,3,VIDABUS,GVD090,City bus,60 seats,1,1
2026,3,Daewoo Truck,HC/HU,Light truck,,1,2
2026,3,Honda,Civic,Sedan,5 seats,1,60
2026,3,SAMCO,Garbage compactor truck,Garbage compactor truck (SPV),3 seats,1,1
2026,3,Toyota,Alphard,MPV,7 seats,1,11
2026,3,Toyota,Corolla Hybrid,Hybrid,6 seats,1,2
2026,3,VIDABUS,G8,Large bus,29-34 seats,,3
2026,3,Honda,Civic TypeR,Others,5 seats,,1
2026,3,SAMCO,Fire truck,Fire fighting truck (SPV),7 seats,,1
2026,3,Ford,Mach-E,BEV,5 seats,,1
2026,3,Mitsubishi,Pajero Sport,SUV,7 seats,,81
2026,2,THACO MAZDA,CX-5,Crossover,5 seats,2104,1008
2026,2,THACO TRUCK,Truck,Light truck,2 seats,1680,1284
2026,2,Mitsubishi,Xforce,SUV,5 seats,1666,545
2026,2,Ford,Territory,MPV,5 seats,1545,730
2026,2,Ford,Ranger CKD,Pick-up,5 seats,1520,667
2026,2,Ford,Everest,SUV,7 seats,1390,747
2026,2,Mitsubishi,Xpander (CBU),MPV,7 seats,1286,399
2026,2,Toyota,Yaris Cross,SUV,5 seats,1118,573
2026,2,Toyota,Vios,Sedan,5 seats,1118,615
2026,2,THACO KIA,Seltos,Crossover,5 seats,1058,524
2026,2,THACO KIA,Sonet,Crossover,5 seats,924,526
2026,2,Toyota,Veloz Cross,MPV,7 seats,861,595
2026,2,Honda Honda,CITY,Sedan,5 seats,825,458
2026,2,Mitsubishi,Destinator,SUV,7 seats,818,513
2026,2,Isuzu,Truck,Other Truck,3 seats,741,458
2026,2,Honda,CR-V,SUV,7 seats,715,183
2026,2,Mitsubishi,Xpander (CKD),MPV,7 seats,652,131
2026,2,Honda,HR-V,SUV,5 seats,590,106
2026,2,THACO KIA,Carens,SUV,7 seats,573,243
2026,2,Toyota,Innova Cross,MPV,8 seats,465,185
2026,2,Mitsubishi,Triton,Pick-up,5 seats,442,63
2026,2,Suzuki,XL7 Hybrid,Hybrid,7 seats,427,156
2026,2,THACO MAZDA,Mazda3,Sedan,5 seats,406,203
2026,2,THACO KIA,Carnival,MPV,7 seats,386,225
2026,2,THACO MAZDA,CX-8,SUV,7 seats,382,199
2026,2,Hino,HINO,Other Truck,3 seats,337,202
2026,2,Ford,Ranger CBU,Pick-up,5 seats,334,142
2026,2,Ford,Transit,Minibus,16 seats,332,186
2026,2,THACO MAZDA,Mazda2,Sedan,5 seats,328,286
2026,2,BUS THACO,Bus,Large bus,12 ~ 45 seats,321,109
2026,2,Honda,BR-V,MPV,7 seats,313,41
2026,2,Suzuki,Super Carry Pro,Small truck,2 seats,260,127
2026,2,THACO KIA,Xe khác,Others,5 seats,257,116
2026,2,Toyota,Raize,SUV,5 seats,227,98
2026,2,THACO PREMIUM,Peugeot,Peugeot,7 seats,191,98
2026,2,THACO KIA,Sportage,SUV,5 seats,184,77
2026,2,JMC,IZ,Light truck,,180,61
2026,2,Honda,HR-V Hybrid,Hybrid 5 seats,,180,38
2026,2,Mitsubishi,Attrage,Sedan,5 seats,175,52
2026,2,THACO MAZDA,CX-30,SUV,5 seats,165,49
2026,2,Toyota,Wigo,Sedan,5 seats,163,35
2026,2,Toyota,Fortuner,SUV,7 seats,154,24
2026,2,Suzuki,Fronx,SUV,5 seats,138,52
2026,2,THACO MAZDA,CX-3,SUV,5 seats,130,45
2026,2,Toyota,Hilux,Pick-up,5 seats,128,871
2026,2,Isuzu,D-Max,Pick-up,5 seats,117,97
2026,2,Toyota,Fortuner (CBU),SUV,7 seats,115,35
2026,2,THACO KIA,Sorento,SUV,7 seats,105,29
2026,2,Toyota,Landcruiser,SUV,7 seats,95,54
2026,2,Toyota,Innova Cross Hybrid,Hybrid,7 seats,81,212
2026,2,Toyota,Avanza Premio CKD,MPV,7 seats,69,57
2026,2,Toyota,Corolla Cross Hybrid,Hybrid,5 seats,65,362
2026,2,Toyota,Corolla Cross,SUV,5 seats,60,17
2026,2,Suzuki,EECO,Van,2 seats,53,60
2026,2,Honda,Civic,Sedan,5 seats,49,10
2026,2,Toyota,Land Prado,SUV,7 seats,47,10
2026,2,Honda,Civic Hybrid,Hybrid,5 seats,39,22
2026,2,Suzuki,Swift,Hatchback,5 seats,39,12
2026,2,Suzuki,Jimny,SUV,4 seats,37,7
2026,2,Toyota,Yaris Cross Hybrid,Hybrid,5 seats,32,65
2026,2,Isuzu,mu-X,SUV,7 seats,30,13
2026,2,Toyota,Alphard Hybrid,Hybrid,7 seats,23,24
2026,2,Toyota,Camry Hybrid,Hybrid,5 seats,16,45
2026,2,NGVANG NS700 + DV,8D0O0NGVANG NS700,Light truck,2~3,12,19
2026,2,Isuzu,Bus Chassis,Chassis,,12,12
2026,2,SAMCO,SAMCO B40 ~ B80,Large bus,40 seats,10,3
2026,2,Toyota,Alphard,MPV,7 seats,9,1
2026,2,Toyota,Corolla,Sedan,5 seats,6,3
2026,2,VIDABUS,G8,Large bus,29-34 seats,2,1
2026,2,Daewoo Truck,CL4TF/CL4T8/CL4DF,Light truck,,2,1
2026,2,Honda,Civic TypeR,Others,5 seats,1,
2026,2,VIDABUS,G12,Large bus,47 seats,,7
2026,2,Daewoo Truck,HC/HU,Light truck,,,1
2026,2,Honda,CR-V Hybrid,Hybrid,5 seats,,194
2026,2,SAMCO,Fire truck,Fire fighting truck (SPV),7 seats,,1
2026,2,SAMCO,SAMCO 24 CN ~ 46CN,Medium bus,27 seats,,8
2026,2,Ford,Mach-E,BEV,5 seats,,1
2026,2,Toyota,Corolla Hybrid,Hybrid,6 seats,,1
2026,2,Toyota,Camry,Sedan,5 seats,,8
2026,2,Mitsubishi,Pajero Sport,SUV,7 seats,,81
2026,1,THACO MAZDA,CX-5,Crossover,5 seats,2104,2104
2026,1,THACO TRUCK,Truck,Light truck,2 seats,1680,1680
2026,1,Mitsubishi,Xforce,SUV,5 seats,1666,1666
2026,1,Ford,Territory,MPV,5 seats,1545,1545
2026,1,Ford,Ranger CKD,Pick-up,5 seats,1520,1520
2026,1,Ford,Everest,SUV,7 seats,1390,1390
2026,1,Mitsubishi,Xpander (CBU),MPV,7 seats,1286,1286
2026,1,Toyota,Yaris Cross,SUV,5 seats,1118,1118
2026,1,Toyota,Vios,Sedan,5 seats,1118,1118
2026,1,THACO KIA,Seltos,Crossover,5 seats,1058,1058
2026,1,THACO KIA,Sonet,Crossover,5 seats,924,924
2026,1,Toyota,Veloz Cross,MPV,7 seats,861,861
2026,1,Honda Honda,CITY,Sedan,5 seats,825,825
2026,1,Mitsubishi,Destinator,SUV,7 seats,818,818
2026,1,Isuzu,Truck,Other Truck,3 seats,741,741
2026,1,Honda,CR-V,SUV,7 seats,715,715
2026,1,Mitsubishi,Xpander (CKD),MPV,7 seats,652,652
2026,1,Honda,HR-V,SUV,5 seats,590,590
2026,1,THACO KIA,Carens,SUV,7 seats,573,573
2026,1,Toyota,Innova Cross,MPV,8 seats,465,465
2026,1,Mitsubishi,Triton,Pick-up,5 seats,442,442
2026,1,Suzuki,XL7 Hybrid,Hybrid,7 seats,427,427
2026,1,THACO MAZDA,Mazda3,Sedan,5 seats,406,406
2026,1,THACO KIA,Carnival,MPV,7 seats,386,386
2026,1,THACO MAZDA,CX-8,SUV,7 seats,382,382
2026,1,Hino,HINO,Other Truck,3 seats,337,337
2026,1,Ford,Ranger CBU,Pick-up,5 seats,334,334
2026,1,Ford,Transit,Minibus,16 seats,332,332
2026,1,THACO MAZDA,Mazda2,Sedan,5 seats,328,328
2026,1,BUS THACO,Bus,Large bus,12 ~ 45 seats,321,321
2026,1,Honda,BR-V,MPV,7 seats,313,313
2026,1,Suzuki,Super Carry Pro,Small truck,2 seats,260,260
2026,1,Toyota,Raize,SUV,5 seats,227,227
2026,1,THACO PREMIUM,Peugeot,Peugeot,7 seats,191,191
2026,1,THACO KIA,Sportage,SUV,5 seats,184,184
2026,1,JMC,IZ,Light truck,,180,180
2026,1,Honda,HR-V Hybrid,Hybrid 5 seats,,180,180
2026,1,Mitsubishi,Attrage,Sedan,5 seats,175,175
2026,1,THACO MAZDA,CX-30,SUV,5 seats,165,165
2026,1,Toyota,Wigo,Sedan,5 seats,163,163
2026,1,Toyota,Fortuner,SUV,7 seats,154,154
2026,1,Suzuki,Fronx,SUV,5 seats,138,138
2026,1,THACO MAZDA,CX-3,SUV,5 seats,130,130
2026,1,Toyota,Hilux,Pick-up,5 seats,128,128
2026,1,Isuzu,D-Max,Pick-up,5 seats,117,117
2026,1,Toyota,Fortuner (CBU),SUV,7 seats,115,115
2026,1,THACO KIA,Sorento,SUV,7 seats,105,105
2026,1,Toyota,Landcruiser,SUV,7 seats,95,95
2026,1,Toyota,Innova Cross Hybrid,Hybrid,7 seats,81,81
2026,1,Toyota,Avanza Premio CKD,MPV,7 seats,69,69
2026,1,Toyota,Corolla Cross Hybrid,Hybrid,5 seats,65,65
2026,1,Toyota,Corolla Cross,SUV,5 seats,60,60
2026,1,Suzuki,EECO,Van,2 seats,53,53
2026,1,Honda,Civic,Sedan,5 seats,49,49
2026,1,Toyota,Land Prado,SUV,7 seats,47,47
2026,1,Honda,Civic Hybrid,Hybrid,5 seats,39,39
2026,1,Suzuki,Swift,Hatchback,5 seats,39,39
2026,1,Suzuki,Jimny,SUV,4 seats,37,37
2026,1,Toyota,Yaris Cross Hybrid,Hybrid,5 seats,32,32
2026,1,Isuzu,mu-X,SUV,7 seats,30,30
2026,1,Toyota,Alphard Hybrid,Hybrid,7 seats,23,23
2026,1,Toyota,Camry Hybrid,Hybrid,5 seats,16,16
2026,1,NGVANG NS700 + DV,8D0O0NGVANG NS700,Light truck,2~3,12,12
2026,1,Isuzu,Bus Chassis,Chassis,,12,12
2026,1,SAMCO,SAMCO B40 ~ B80,Large bus,40 seats,10,10
2026,1,Toyota,Alphard,MPV,7 seats,9,9
2026,1,Toyota,Corolla,Sedan,5 seats,6,6
2026,1,VIDABUS,G8,Large bus,29-34 seats,2,2
2026,1,Daewoo Truck,CL4TF/CL4T8/CL4DF,Light truck,,2,2
2026,1,Honda,Civic TypeR,Others,5 seats,1,1
2025,12,Mitsubishi,Xforce,SUV,5 seats,3163,15254
2025,12,THACO MAZDA,CX-5,Crossover,5 seats,2596,17262
2025,12,Mitsubishi,Destinator,SUV,7 seats,2377,2377
2025,12,Toyota,Vios,Sedan,5 seats,1972,13424
2025,12,Ford,Everest,SUV,7 seats,1847,13056
2025,12,Mitsubishi,Xpander (CBU),MPV,7 seats,1836,15698
2025,12,Ford,Ranger CKD,Pick-up,5 seats,1723,15372
2025,12,Honda Honda,CITY,Sedan,5 seats,1685,10899
2025,12,Ford,Territory,MPV,5 seats,1662,12786
2025,12,THACO TRUCK,Truck,Light truck,2 seats,1574,12396
2025,12,Toyota,Veloz Cross,MPV,7 seats,1310,8346
2025,12,THACO KIA,Seltos,Crossover,5 seats,1182,6577
2025,12,Isuzu,Truck,Other Truck,3 seats,1170,10831
2025,12,THACO KIA,Sonet,Crossover,5 seats,1149,5944
2025,12,THACO TRUCK,Frontier,Small truck,2 seats,1124,11556
2025,12,Toyota,Innova Cross,MPV,8 seats,762,5075
2025,12,Mitsubishi,Xpander (CKD),MPV,7 seats,739,4193
2025,12,THACO MAZDA,Mazda2,Sedan,5 seats,722,5465
2025,12,Honda,CR-V,SUV,7 seats,670,4336
2025,12,THACO KIA,Carens,SUV,7 seats,628,4168
2025,12,Honda,HR-V,SUV,5 seats,596,5776
2025,12,THACO KIA,Carnival,MPV,7 seats,586,4746
2025,12,Mitsubishi,Triton,Pick-up,5 seats,579,4303
2025,12,THACO MAZDA,CX-8,SUV,7 seats,551,2864
2025,12,Ford,Ranger CBU,Pick-up,5 seats,476,3320
2025,12,Hino,HINO,Other Truck,3 seats,465,3379
2025,12,Ford,Transit,Minibus,16 seats,434,5761
2025,12,THACO MAZDA,Mazda3,Sedan,5 seats,423,2969
2025,12,Toyota,Fortuner (CBU),SUV,7 seats,422,1441
2025,12,Toyota,Corolla Cross Hybrid,Hybrid,5 seats,379,2926
2025,12,Honda,BR-V,MPV,7 seats,366,4120
2025,12,Toyota,Innova Cross Hybrid,Hybrid,7 seats,359,3021
2025,12,Toyota,Raize,SUV,5 seats,341,3630
2025,12,Suzuki,XL7 Hybrid,Hybrid,7 seats,340,2633
2025,12,Suzuki,Super Carry Pro,Small truck,2 seats,337,3097
2025,12,JMC,IZ,Light truck,,295,2196
2025,12,Toyota,Camry Hybrid,Hybrid,5 seats,294,1595
2025,12,THACO KIA,Sportage,SUV,5 seats,275,2150
2025,12,THACO MAZDA,CX-30,SUV,7 seats,256,1637
2025,12,THACO PREMIUM,Peugeot SUV,peugeot,7 seats,232,2435
2025,12,Toyota,Wigo,Sedan,5 seats,232,2395
2025,12,Toyota,Fortuner,SUV,7 seats,226,2048
2025,12,THACO KIA,K3,Sedan,5 seats,193,1682
2025,12,Honda,HR-V Hybrid,Hybrid 5 seats,,170,889
2025,12,Mitsubishi,Attrage,Sedan,5 seats,161,1740
2025,12,Toyota,Corolla Cross,SUV,5 seats,160,5782
2025,12,Suzuki,Fronx,SUV,5 seats,115,231
2025,12,Toyota,Camry,Sedan,5 seats,105,894
2025,12,Mitsubishi,Pajero Sport,SUV,7 seats,105,180
2025,12,BUS THACO,Thaco 28 45 seats,Large bus,28 ~ 45 seats,102,2393
2025,12,THACO MAZDA,CX-3 - CKD,SUV,5 seats,96,357
2025,12,THACO TRUCK,Dump truck (SPV),Dump truck (SPV),2 seats,89,756
2025,12,Toyota,Avanza Premio CKD,MPV,7 seats,89,1130
2025,12,THACO KIA,Sorento,SUV,7 seats,78,914
2025,12,Isuzu,D-Max,Pick-up,5 seats,77,597
2025,12,Toyota,Landcruiser,SUV,7 seats,77,631
2025,12,Toyota,Hilux,Pick-up,5 seats,74,3501
2025,12,Isuzu,mu-X,SUV,7 seats,66,314
2025,12,Honda,Civic,Sedan,5 seats,62,501
2025,12,Suzuki,Swift,Hatchback,5 seats,59,364
2025,12,THACO KIA,Soluto,Sedan,5 seats,53,323
2025,12,THACO TRUCK,Semi truck,Small truck,2 seats,40,102
2025,12,THACO KIA,Morning,Hatchback,5 seats,36,299
2025,12,THACO KIA,K5,Sedan,5 seats,35,267
2025,12,Honda,Civic Hybrid,Hybrid,5 seats,28,266
2025,12,Suzuki,Jimny,SUV,4 seats,28,271
2025,12,Toyota,Corolla,Sedan,5 seats,27,263
2025,12,THACO MAZDA,CX-3,SUV,5 seats,26,1845
2025,12,Toyota,Alphard Hybrid,Hybrid,7 seats,26,156
2025,12,Toyota,Yaris Cross Hybrid,Hybrid,5 seats,23,669
2025,12,THACO KIA,New Sorento HEV/PHEV,Hybrid,7 seats,18,106
2025,12,Daewoo Truck,CL4TF/CL4T8/CL4DF,Light truck,,11,55
2025,12,Honda,CR-V Hybrid,Hybrid,5 seats,11,1888
2025,12,Toyota,Alphard,MPV,7 seats,9,133
2025,12,SAMCO,SAMCO 24 CN ~ 46CN,Medium bus,27 seats,8,127
2025,12,DONGVANG NS700,DONGVANG NS700,Light truck,2~3,7,7
2025,12,YUCHAI YCK11 410,LIMOUSINE GR26-YCK11,Medium bus,26 seats,5,33
2025,12,SAMCO,SAMCO B40 ~ B80,Large bus,40 seats,4,6
2025,12,Daewoo Truck,HC/HU,Light truck,,2,11
2025,12,Honda Honda,Accord,Sedan,5 seats,2,42
2025,12,VIDABUS,GVD090,City bus,60 seats,1,13
2025,12,VIDABUS,G8,Large bus,29-34 seats,1,103
2025,12,YUCHAI YCK05 248,GRANBIRD K29S-YCK05,Medium bus,29 seats,1,17
2025,12,Ford,Mach-E,BEV,5 seats,1,22
2025,12,Isuzu,Bus Chassis,Chassis,,1,108
2025,12,Toyota,Corolla Hybrid,Hybrid,6 seats,1,22
2025,12,VIDABUS,BS 106,City bus,60 seats,,1
2025,12,VIDABUS,G12,Large bus,47 seats,,71
2025,12,VIDABUS,G11,Large bus,47 seats,,7
2025,12,YUCHAI YCK05 248,GRANBIRD K35S-YCK05,Large bus,35 seats,,19
2025,12,YUCHAI YCK11 410,LIMOUSINE GR36-YCK11,Large bus,36 seats,,1
2025,12,YUCHAI YCK11 410,LIMOUSINE GR34W-YCK11,Large bus,34 seats,,2
2025,12,YUCHAI YCK11 410,LIMOUSINE GR24W-YCK11,Medium bus,24 seats,,17
2025,12,YUCHAI 6MK 385,UNIVERSE K47S-YE5,Large bus,47 seats,,18
2025,12,YUCHAI 6MK 385,LIMOUSINE B26YE5-EX,Medium bus,26 seats,,6
2025,12,YUCHAI 6MK 385,LIMOUSINE B26YE5,Medium bus,26 seats,,10
2025,12,HYUDANI 425,LIMOUSINE KIA36H425-E5,Large bus,36 seats,,4
2025,12,HYUDANI 425,LIMOUSINE KIA24WH425-E5,Medium bus,24 seats,,2
2025,12,HYUDANI 425,LIMOUSINE KIA26H425-E5,Medium bus,26 seats,,12
2025,12,Honda,Civic TypeR,Others,5 seats,,2
2025,12,BUS THACO,Minibus,Minibus,,,45
2025,12,THACO MAZDA,Mazda 6,Sedan,5 seats,,56
2025,12,SAMCO,Xe Ben Bùn,Xe Ben Bùn (SPV),3 seats,,6
2025,12,SAMCO,Sewage suction truck,Sewage suction truck (SPV),3 seats,,4
2025,12,SAMCO,Vaccum tank truck,Vaccum tank truck (SPV),3 seats,,2
2025,12,SAMCO,Garbage compactor truck,Garbage compactor truck (SPV),3 seats,,9
2025,12,SAMCO,Road cleaning truck,Road cleaning truck(SPV),3 seats,,1
2025,12,SAMCO,Truck,Medium truck,3 seats,,1
2025,12,Ford,Explorer,SUV,7 seats,,133
2025,12,Toyota,Innova,MPV,8 seats,,264
2025,12,Mitsubishi,Outlander,SUV,7 seats,,362
2025,11,Mitsubishi,Xforce,SUV,5 seats,2203,12091
2025,11,Mitsubishi,Xpander (CBU),MPV,7 seats,1936,13862
2025,11,THACO MAZDA,CX-5,Crossover,5 seats,1766,14666
2025,11,Ford,Ranger CKD,Pick-up,5 seats,1636,13649
2025,11,Toyota,Vios,Sedan,5 seats,1554,11452
2025,11,Honda Honda,CITY,Sedan,5 seats,1550,9214
2025,11,Ford,Territory,MPV,5 seats,1539,11124
2025,11,Ford,Everest,SUV,7 seats,1449,11209
2025,11,Honda,HR-V,SUV,5 seats,1141,5180
2025,11,THACO TRUCK,Thaco truck,Light truck,2 seats,1063,10822
2025,11,THACO TRUCK,Frontier,Small truck,2 seats,1038,10432
2025,11,Isuzu,Truck,Other Truck,3 seats,992,9661
2025,11,THACO KIA,Seltos,Crossover,5 seats,817,5395
2025,11,Toyota,Veloz Cross,MPV,7 seats,811,7036
2025,11,THACO KIA,Sonet,Crossover,5 seats,682,4795
2025,11,Toyota,Corolla Cross,SUV,5 seats,664,5622
2025,11,THACO MAZDA,Mazda2,Sedan,5 seats,591,4743
2025,11,Toyota,Innova Cross,MPV,8 seats,547,4313
2025,11,Honda,CR-V,SUV,7 seats,507,3666
2025,11,Mitsubishi,Triton,Pick-up,5 seats,469,3724
2025,11,Honda,BR-V,MPV,7 seats,429,3754
2025,11,Ford,Transit,Minibus,16 seats,418,5327
2025,11,THACO KIA,Carens,SUV,7 seats,415,3540
2025,11,Ford,Ranger CBU,Pick-up,5 seats,404,2844
2025,11,Toyota,Hilux,Pick-up,5 seats,401,3427
2025,11,Hino,HINO,Other Truck,3 seats,396,2914
2025,11,Toyota,Raize,SUV,5 seats,380,3289
2025,11,THACO KIA,Carnival,MPV,7 seats,378,4160
2025,11,THACO MAZDA,Mazda3,Sedan,5 seats,325,2546
2025,11,Toyota,Corolla Cross Hybrid,Hybrid,5 seats,324,2547
2025,11,Mitsubishi,Xpander (CKD),MPV,7 seats,298,3454
2025,11,THACO MAZDA,CX-8,SUV,7 seats,296,2313
2025,11,JMC,IZ,Light truck,,292,1901
2025,11,Suzuki,Super Carry Pro,Small truck,2 seats,276,2760
2025,11,Toyota,Innova Cross Hybrid,Hybrid,7 seats,264,2662
2025,11,Toyota,Wigo,Sedan,5 seats,262,2163
2025,11,THACO KIA,Sportage,SUV,5 seats,229,1875
2025,11,Suzuki,XL7 Hybrid,Hybrid,7 seats,199,2293
2025,11,THACO PREMIUM,Peugeot SUV,peugeot,7 seats,178,2203
2025,11,Toyota,Camry Hybrid,Hybrid,5 seats,173,1301
2025,11,BUS THACO,Thaco 28 45 seats,Large bus,28 ~ 45 seats,171,2291
2025,11,Toyota,Fortuner,SUV,7 seats,167,1822
2025,11,THACO KIA,K3,Sedan,5 seats,165,1489
2025,11,Honda,CR-V Hybrid,Hybrid,5 seats,141,1877
2025,11,Honda,HR-V Hybrid,Hybrid 5 seats,,133,719
2025,11,Mitsubishi,Attrage,Sedan,5 seats,123,1579
2025,11,THACO MAZDA,CX-30,SUV,7 seats,119,1381
2025,11,Toyota,Fortuner (CBU),SUV,7 seats,119,1019
2025,11,Suzuki,Fronx,SUV,5 seats,116,116
2025,11,Toyota,Avanza Premio CKD,MPV,7 seats,85,1041
2025,11,THACO KIA,Sorento,SUV,7 seats,83,836
2025,11,Toyota,Camry,Sedan,5 seats,79,789
2025,11,Toyota,Landcruiser,SUV,7 seats,75,554
2025,11,THACO MAZDA,CX-3 - CKD,SUV,5 seats,66,261
2025,11,THACO TRUCK,Thaco dumptruck (SPV),Dump truck (SPV),2 seats,59,667
2025,11,Toyota,Yaris Cross Hybrid,Hybrid,5 seats,57,646
2025,11,Honda,Civic,Sedan,5 seats,51,439
2025,11,Isuzu,D-Max,Pick-up,5 seats,50,520
2025,11,THACO TRUCK,Thaco truck,Small truck,2 seats,40,62
2025,11,Suzuki,Swift,Hatchback,5 seats,39,305
2025,11,THACO MAZDA,CX-3,SUV,5 seats,36,1819
2025,11,THACO KIA,Soluto,Sedan,5 seats,33,270
2025,11,THACO KIA,K5,Sedan,5 seats,33,232
2025,11,Suzuki,Jimny,SUV,4 seats,30,243
2025,11,Isuzu,mu-X,SUV,7 seats,29,248
2025,11,Toyota,Corolla,Sedan,5 seats,28,236
2025,11,Mitsubishi,Pajero Sport,SUV,7 seats,27,75
2025,11,Honda,Civic Hybrid,Hybrid,5 seats,26,238
2025,11,THACO KIA,Morning,Hatchback,5 seats,16,263
2025,11,Daewoo Truck,CL4TF/CL4T8/CL4DF,Light truck,,14,44
2025,11,Toyota,Alphard Hybrid,Hybrid,7 seats,11,130
2025,11,THACO KIA,New Sorento HEV/PHEV,Hybrid,7 seats,10,88
2025,11,Toyota,Alphard,MPV,7 seats,9,124
2025,11,Honda Honda,Accord,Sedan,5 seats,8,40
2025,11,YUCHAI YCK05 248,GRANBIRD K29S-YCK05,Medium bus,29 seats,6,16
2025,11,VIDABUS,G12,Large bus,47 seats,5,71
2025,11,VIDABUS,GVD090,City bus,60 seats,4,12
2025,11,SAMCO,Garbage compactor truck,Garbage compactor truck (SPV),3 seats,3,9
2025,11,SAMCO,SAMCO 24 CN ~ 46CN,Medium bus,27 seats,3,119
2025,11,YUCHAI YCK05 248,GRANBIRD K35S-YCK05,Large bus,35 seats,2,19
2025,11,Toyota,Corolla Hybrid,Hybrid,6 seats,2,21
2025,11,YUCHAI YCK11 410,LIMOUSINE GR36-YCK11,Large bus,36 seats,1,1
2025,11,BUS THACO,Minibus,Minibus,,1,45
2025,11,SAMCO,SAMCO B40 ~ B80,Large bus,40 seats,1,2
2025,11,VIDABUS,BS 106,City bus,60 seats,,1
2025,11,VIDABUS,G11,Large bus,47 seats,,7
2025,11,VIDABUS,G8,Large bus,29-34 seats,,102
2025,11,Daewoo Truck,HC/HU,Light truck,,,9
2025,11,YUCHAI YCK11 410,LIMOUSINE GR34W-YCK11,Large bus,34 seats,,2
2025,11,YUCHAI YCK11 410,LIMOUSINE GR26-YCK11,Medium bus,26 seats,,28
2025,11,YUCHAI YCK11 410,LIMOUSINE GR24W-YCK11,Medium bus,24 seats,,17
2025,11,YUCHAI 6MK 385,UNIVERSE K47S-YE5,Large bus,47 seats,,18
2025,11,YUCHAI 6MK 385,LIMOUSINE B26YE5-EX,Medium bus,26 seats,,6
2025,11,YUCHAI 6MK 385,LIMOUSINE B26YE5,Medium bus,26 seats,,10
2025,11,HYUDANI 425,LIMOUSINE KIA36H425-E5,Large bus,36 seats,,4
2025,11,HYUDANI 425,LIMOUSINE KIA24WH425-E5,Medium bus,24 seats,,2
2025,11,HYUDANI 425,LIMOUSINE KIA26H425-E5,Medium bus,26 seats,,12
2025,11,Honda,Civic TypeR,Others,5 seats,,2
2025,11,THACO MAZDA,Mazda 6,Sedan,5 seats,,56
2025,11,SAMCO,Xe Ben Bùn,Xe Ben Bùn (SPV),3 seats,,6
2025,11,SAMCO,Sewage suction truck,Sewage suction truck (SPV),3 seats,,4
2025,11,SAMCO,Vaccum tank truck,Vaccum tank truck (SPV),3 seats,,2
2025,11,SAMCO,Road cleaning truck,Road cleaning truck(SPV),3 seats,,1
2025,11,SAMCO,Truck,Medium truck,3 seats,,1
2025,11,Ford,Mach-E,BEV,5 seats,,21
2025,11,Ford,Explorer,SUV,7 seats,,133
2025,11,Isuzu,Bus Chassis,Chassis,,,107
2025,11,Toyota,Innova,MPV,8 seats,,264
2025,11,Mitsubishi,Outlander,SUV,7 seats,,362
2025,10,Mitsubishi,Xpander (CBU),MPV,7 seats,2341,11926
2025,10,Mitsubishi,Xforce,SUV,5 seats,1854,9888
2025,10,THACO MAZDA,CX-5,Crossover,5 seats,1594,12900
2025,10,Ford,Ranger CKD,Pick-up,5 seats,1575,12013
2025,10,Ford,Territory,MPV,5 seats,1429,9585
2025,10,Ford,Everest,SUV,7 seats,1415,9760
2025,10,Toyota,Vios,Sedan,5 seats,1402,9898
2025,10,Honda Honda,CITY,Sedan,5 seats,1287,7664
2025,10,THACO TRUCK,Thaco truck,Light truck Dump truck (SPV),2 seats,1108,9781
2025,10,THACO TRUCK,Frontier,Small truck,2 seats,1060,9394
2025,10,Isuzu,Truck,Other Truck,3 seats,1019,8669
2025,10,Toyota,Veloz Cross,MPV,8 seats,817,6225
2025,10,Toyota,Corolla Cross,SUV,5 seats,750,4958
2025,10,Honda,HR-V,SUV,5 seats,661,4039
2025,10,THACO KIA,Seltos,Crossover,5 seats,632,4578
2025,10,Honda,CR-V,SUV,7 seats,562,3159
2025,10,THACO KIA,Sonet,Crossover,5 seats,522,4113
2025,10,Toyota,Hilux,Pick-up,5 seats,522,3026
2025,10,THACO MAZDA,Mazda2,Sedan,5 seats,488,4152
2025,10,Ford,Transit,Minibus,16 seats,478,4909
2025,10,Toyota,Innova Cross,MPV,7 seats,467,3766
2025,10,Honda,BR-V,MPV,7 seats,449,3325
2025,10,Hino,HINO,Other Truck,3 seats,443,2518
2025,10,Mitsubishi,Triton,Pick-up,5 seats,441,3255
2025,10,THACO KIA,Carens,SUV,7 seats,377,3125
2025,10,Toyota,Raize,SUV,5 seats,368,2909
2025,10,Mitsubishi,Xpander (CKD),MPV,7 seats,303,3156
2025,10,Ford,Ranger CBU,Pick-up,5 seats,301,2440
