year,month,maker,model,vama_class,seats,units,units_ytd
2025,6,THACO MAZDA,Mazda2,Sedan,5 seats,458,2393
2025,6,THACO KIA,Carnival,MPV,7 seats,436,2571
2025,6,THACO KIA,Sonet,Crossover,5 seats,419,2489
2025,6,Honda,HR-V,SUV,5 seats,392,2331
2025,6,THACO MAZDA,CX-3,SUV,5 seats,370,1569
2025,6,THACO KIA,Carens,SUV,7 seats,364,1794
2025,6,Mitsubishi,Xpander (CKD),MPV,7 seats,342,1980
2025,6,Honda Honda,CITY,Sedan,5 seats,319,3585
2025,6,Mitsubishi,Triton,Pick-up,5 seats,317,1816
2025,6,Toyota,Innova Cross Hybrid,Hybrid,,306,1313
2025,6,Honda,CR-V,SUV,7 seats,298,1815
2025,6,BUS THACO,Thaco 28 45 seats,Large bus,28 ~ 45 seats,298,1323
2025,6,Honda,BR-V,MPV,7 seats,288,1994
2025,6,Toyota,Hilux,Pick-up,5 seats,280,1473
2025,6,Toyota,Corolla Cross Hybrid,Hybrid,,265,1194
2025,6,Toyota,Raize,SUV,5 seats,253,1577
2025,6,Hino,HINO,Other Truck,3 seats,250,1196
2025,6,THACO PREMIUM,Peugeot SUV,peugeot,7 seats,228,1324
2025,6,Suzuki,Super Carry Pro,Small truck,2 seats,227,1469
2025,6,Suzuki,XL7 Hybrid,Hybrid,,223,1193
2025,6,Ford,Ranger CBU,Pick-up,5 seats,222,1431
2025,6,THACO MAZDA,CX-8,SUV,7 seats,207,1226
2025,6,Toyota,Wigo,Sedan,5 seats,196,1158
2025,6,THACO MAZDA,Mazda3,Sedan,5 seats,184,1255
2025,6,Toyota,Fortuner,SUV,8 seats,183,973
2025,6,THACO KIA,Sportage,SUV,5 seats,172,1042
2025,6,THACO MAZDA,CX-30,SUV,7 seats,163,802
2025,6,Mitsubishi,Attrage,Sedan,5 seats,160,887
2025,6,JMC,IZ,Light truck,,155,863
2025,6,Toyota,Camry Hybrid,Hybrid,,145,685
2025,6,Honda,CR-V Hybrid,Hybrid,5 seats,137,877
2025,6,THACO KIA,K3,Sedan,5 seats,116,899
2025,6,Toyota,Fortuner (CBU),SUV,8 seats,115,436
2025,6,Toyota,Avanza Premio CKD,MPV,7 seats,109,568
2025,6,THACO KIA,Sorento,SUV,7 seats,97,399
2025,6,Toyota,Camry,Sedan,5 seats,78,478
2025,6,Toyota,Landcruiser 200 GX 470,SUV,8 seats,77,222
2025,6,Toyota,Innova,MPV,8 seats,46,194
2025,6,THACO TRUCK,Thaco dumptruck (SPV),,2 seats,42,502
2025,6,Honda,HR-V Hybrid,Hybrid,5 seats,38,268
2025,6,Honda,Civic,Sedan,5 seats,38,239
2025,6,Suzuki,Jimny,SUV,4 seats,33,144
2025,6,Toyota,Yaris Cross Hybrid,Hybrid,,32,187
2025,6,Isuzu,D-Max,Pick-up,5 seats,31,255
2025,6,Mitsubishi,Outlander,SUV,7 seats,31,280
2025,6,THACO KIA,Soluto,Sedan,5 seats,30,164
2025,6,Isuzu,mu-X,SUV,7 seats,23,132
2025,6,Toyota,Corolla,Sedan,5 seats,22,133
2025,6,Toyota,Alphard Hybrid,Hybrid,8 seats,21,59
2025,6,THACO KIA 6. V,AK5MAsendtomedia_June25,Sedan,P5a sgeates 1,20,
2025,6,SAMCO,SAMCO 24 CN ~ 46CN,Medium bus,27 seats,20,77
2025,6,VIDABUS,G8,Large bus,29-34 seats,12,76
2025,6,YUCHAI YCK11 410,LIMOUSINE GR26-YCK11,Medium bus,26 seats,11,18
2025,6,Honda,Civic Hybrid,Hybrid,5 seats,11,106
2025,6,THACO KIA,New Sorento HEV/PHEV,Hybrid,7 seats,11,38
2025,6,THACO KIA,Morning,Hatchback,5 seats,6,174
2025,6,Toyota,Alphard,MPV,7 seats,5,55
2025,6,Daewoo Truck,CL4TF/CL4T8/CL4DF,Light truck,,4,15
2025,6,Daewoo Truck,HC/HU,Light truck,,3,3
2025,6,YUCHAI YCK11 410,LIMOUSINE GR24W-YCK11,Medium bus,24 seats,3,14
2025,6,YUCHAI 6MK 385,UNIVERSE K47S-YE5,Large bus,47 seats,3,18
2025,6,BUS THACO,Minibus,Minibus,,3,25
2025,6,VIDABUS,G12,Large bus,47 seats,2,53
2025,6,Honda Honda,Accord,Sedan,5 seats,2,17
2025,6,Toyota,Corolla Hybrid,Hybrid,6 seats,2,6
2025,6,SAMCO,Road cleaning truck,Road cleaning truck(SPV),3 seats,1,1
2025,6,Ford,Explorer,SUV,7 seats,1,131
2025,6,VIDABUS,BS 106,City bus,60 seats,,1
2025,6,VIDABUS,GVD090,City bus,60 seats,,2
2025,6,YUCHAI 6MK 385,LIMOUSINE B26YE5-EX,Medium bus,26 seats,,6
2025,6,YUCHAI 6MK 385,LIMOUSINE B26YE5,Medium bus,26 seats,,10
2025,6,HYUDANI 425,LIMOUSINE KIA36H425-E5,Large bus,36 seats,,2
2025,6,HYUDANI 425,LIMOUSINE KIA24WH425-E5,Medium bus,24 seats,,2
2025,6,HYUDANI 425,LIMOUSINE KIA26H425-E5,Medium bus,26 seats,,10
2025,6,Honda,Civic TypeR,Others,5 seats,,1
2025,6,THACO MAZDA,Mazda 6,Sedan,5 seats,,56
2025,6,SAMCO,Xe Ben Bùn,Xe Ben Bùn (SPV),3 seats,,6
2025,6,SAMCO,Sewage suction truck,Sewage suction truck (SPV),3 seats,,4
2025,6,SAMCO,Vaccum tank truck,Vaccum tank truck (SPV),3 seats,,2
2025,6,SAMCO,Garbage compactor truck,Garbage compactor truck (SPV),3 seats,,2
2025,6,SAMCO,Truck,Medium truck,3 seats,,1
2025,6,Isuzu,Bus Chassis,Chassis,,,59
2025,6,Mitsubishi,Pajero Sport,SUV,7 seats,,48
2025,5,THACO MAZDA,CX-5,Crossover,5 seats,1000,1446
2025,5,Ford,Ranger CKD,Pick-up,5 seats,857,1009
2025,5,Ford,Territory,MPV,5 seats,700,1481
2025,5,Mitsubishi,Xpander (CBU),MPV,7 seats,667,812
2025,5,Toyota,Yaris Cross,SUV,5 seats,624,1045
2025,5,Honda Honda,CITY,Sedan,5 seats,568,308
2025,5,Mitsubishi,Xforce,SUV,5 seats,552,599
2025,5,Toyota,Vios,Sedan,5 seats,490,1148
2025,5,Isuzu,Truck,Other Truck,3 seats,464,854
2025,5,THACO KIA,Sonet,Crossover,5 seats,421,367
2025,5,THACO KIA,Seltos,Crossover,5 seats,419,346
2025,5,Honda,HR-V,SUV,5 seats,383,297
2025,5,THACO TRUCK,Frontier,Small truck,2 seats,370,1010
2025,5,Honda,BR-V,MPV,7 seats,365,259
2025,5,THACO TRUCK,Thaco truck,Light truck Dump truck (SPV),2 seats,350,875
2025,5,Toyota,Raize,SUV,5 seats,329,213
2025,5,THACO KIA,Carnival,MPV,7 seats,321,425
2025,5,THACO MAZDA,Mazda2,Sedan,5 seats,313,439
2025,5,Ford,Everest,SUV,7 seats,300,788
2025,5,Ford,Transit,Minibus,16 seats,284,521
2025,5,Honda,CR-V,SUV,7 seats,273,332
2025,5,Ford,Ranger CBU,Pick-up,5 seats,258,245
2025,5,Toyota,Innova Cross,MPV,7 seats,258,337
2025,5,Mitsubishi,Triton,Pick-up,5 seats,246,283
2025,5,Toyota,Corolla Cross Hybrid,Hybrid,,230,230
2025,5,THACO KIA,Carens,SUV,7 seats,227,275
2025,5,Toyota,Innova Cross Hybrid,Hybrid,,222,170
2025,5,THACO MAZDA,Mazda3,Sedan,5 seats,219,206
2025,5,Toyota,Veloz Cross,MPV,8 seats,217,615
2025,5,THACO MAZDA,CX-8,SUV,7 seats,205,202
2025,5,THACO KIA,K3,Sedan,5 seats,205,133
2025,5,Toyota,Wigo,Sedan,5 seats,197,162
2025,5,THACO PREMIUM,Peugeot SUV,peugeot,7 seats,193,192
2025,5,BUS THACO,Thaco 28 45 seats,Large bus,28 ~ 45 seats,190,260
2025,5,Honda,CR-V Hybrid,Hybrid,5 seats,180,156
2025,5,Toyota,Hilux,Pick-up,5 seats,166,264
2025,5,THACO MAZDA,CX-3,SUV,5 seats,165,293
2025,5,Toyota,Fortuner,SUV,8 seats,154,191
2025,5,Mitsubishi,Xpander (CKD),MPV,7 seats,141,288
2025,5,THACO KIA,Sportage,SUV,5 seats,137,175
2025,5,Suzuki,XL7 Hybrid,Hybrid,,133,201
2025,5,Suzuki,Super Carry Pro,Small truck,2 seats,131,269
2025,5,Toyota,Corolla Cross,SUV,5 seats,130,655
2025,5,THACO MAZDA,CX-30,SUV,7 seats,102,140
2025,5,THACO TRUCK,Thaco dumptruck (SPV),,2 seats,100,60
2025,5,JMC,IZ,Light truck,,93,191
2025,5,Hino,HINO,Other Truck,3 seats,93,260
2025,5,Toyota,Camry Hybrid,Hybrid,,81,150
2025,5,Toyota,Camry,Sedan,5 seats,65,89
2025,5,Mitsubishi,Attrage,Sedan,5 seats,61,156
2025,5,Isuzu,D-Max,Pick-up,5 seats,57,77
2025,5,Ford,Explorer,SUV,7 seats,53,10
2025,5,THACO KIA,Sorento,SUV,7 seats,44,97
2025,5,Toyota,Avanza Premio CKD,MPV,7 seats,42,108
2025,5,Toyota,Fortuner (CBU),SUV,8 seats,37,59
2025,5,Honda,Civic,Sedan,5 seats,33,35
2025,5,THACO KIA,Morning,Hatchback,5 seats,32,4
2025,5,Mitsubishi,Outlander,SUV,7 seats,32,34
2025,5,THACO MAZDA,Mazda 6,Sedan,5 seats,27,
2025,5,Isuzu,mu-X,SUV,7 seats,26,32
2025,5,Toyota,Innova,MPV,8 seats,26,19
2025,5,Isuzu,Bus Chassis,Chassis,,24,11
2025,5,Toyota,Yaris Cross Hybrid,Hybrid,,21,28
2025,5,Toyota,Land Prado,SUV,8 seats,19,45
2025,5,Honda,Civic Hybrid,Hybrid,5 seats,18,18
2025,5,THACO KIA,Soluto,Sedan,5 seats,18,14
2025,5,Toyota,Landcruiser 200 GX 470,SUV,8 seats,17,102
2025,5,Mitsubishi,Pajero Sport,SUV,7 seats,17,
2025,5,SAMCO,SAMCO 24 CN ~ 46CN,Medium bus,27 seats,16,21
2025,5,Suzuki,Jimny,SUV,4 seats,16,17
2025,5,THACO KIA,K5,Sedan,5 seats,14,17
2025,5,Toyota,Alphard Hybrid,Hybrid,8 seats,11,9
2025,5,VIDABUS,G12,Large bus,47 seats,8,1
2025,5,VIDABUS,G8,Large bus,29-34 seats,8,20
2025,5,THACO KIA,New Sorento HEV/PHEV,Hybrid,7 seats,8,8
2025,5,Toyota,Corolla,Sedan,5 seats,7,21
2025,5,Honda Honda,Accord,Sedan,5 seats,5,
2025,5,Toyota,Alphard,MPV,7 seats,3,5
2025,5,Daewoo Truck,CL4TF/CL4T8/CL4DF,Light truck,,1,6
2025,5,Honda,Civic TypeR,Others,5 seats,1,
2025,5,SAMCO,Garbage compactor truck,Garbage compactor truck (SPV),3 seats,1,
2025,5,VIDABUS,GVD090,City bus,60 seats,,2
2025,5,YUCHAI 6MK 385,UNIVERSE K47S-YE5,Large bus,47 seats,,6
2025,5,YUCHAI 6MK 385,LIMOUSINE B26YE5-EX,Medium bus,26 seats,,2
2025,5,YUCHAI 6MK 385,LIMOUSINE B26YE5,Medium bus,26 seats,,4
2025,5,Honda,HR-V Hybrid,Hybrid 5 seats,,,79
2025,5,BUS THACO,Minibus,Minibus,,,3
2025,5,SAMCO,Sewage suction truck,Sewage suction truck (SPV),3 seats,,1
2025,4,THACO MAZDA,CX-5,Crossover,5 seats,1416,4438
2025,4,Ford,Ranger CKD,Pick-up,5 seats,1125,4164
2025,4,THACO TRUCK,Frontier,Small truck,2 seats,1100,3498
2025,4,Ford,Everest,SUV,7 seats,1090,3224
2025,4,THACO TRUCK,Thaco truck,Light truck Dump truck (SPV),2 seats,990,3160
2025,4,Honda Honda,CITY,Sedan,5 seats,957,2958
2025,4,Ford,Territory,MPV,5 seats,945,3040
2025,4,Toyota,Vios,Sedan,5 seats,773,3058
2025,4,Isuzu,Truck,Other Truck,3 seats,698,2609
2025,4,Mitsubishi,Xpander (CBU),MPV,7 seats,679,4013
2025,4,Mitsubishi,Xforce,SUV,5 seats,612,2545
2025,4,Toyota,Veloz Cross,MPV,8 seats,601,1768
2025,4,Ford,Transit,Minibus,16 seats,583,1967
2025,4,Toyota,Innova Cross,MPV,7 seats,516,1267
2025,4,THACO MAZDA,Mazda2,Sedan,5 seats,475,1496
2025,4,THACO KIA,Seltos,Crossover,5 seats,436,1753
2025,4,THACO KIA,Sonet,Crossover,5 seats,424,1703
2025,4,Toyota,Corolla Cross,SUV,5 seats,407,1273
2025,4,THACO KIA,Carnival,MPV,7 seats,382,1710
2025,4,Toyota,Hilux,Pick-up,5 seats,351,929
2025,4,Toyota,Raize,SUV,5 seats,339,1111
2025,4,THACO KIA,Carens,SUV,7 seats,329,1155
2025,4,Suzuki,Carry Pro CKD,Small truck,2 seats,310,973
2025,4,Honda,HR-V,SUV,5 seats,297,1642
2025,4,Toyota,Wigo,Sedan,5 seats,295,800
2025,4,Mitsubishi,Xpander (CKD),MPV,7 seats,293,1350
2025,4,THACO MAZDA,CX-3,SUV,5 seats,292,906
2025,4,Honda,CR-V,SUV,7 seats,286,1185
2025,4,Hino,HINO,Other Truck,3 seats,260,686
2025,4,Ford,Ranger CBU,Pick-up,5 seats,241,964
2025,4,Honda,BR-V,MPV,7 seats,232,1447
2025,4,BUS THACO,Thaco 28 45 seats,Large bus,28 ~ 45 seats,232,765
2025,4,Toyota,Innova Cross Hybrid,Hybrid,,228,837
2025,4,Mitsubishi,Triton,Pick-up,5 seats,216,1216
2025,4,THACO PREMIUM,Peugeot SUV,peugeot,7 seats,213,904
2025,4,THACO MAZDA,Mazda3,Sedan,5 seats,204,865
2025,4,Suzuki,XL7 Hybrid,Hybrid,,195,769
2025,4,Mitsubishi,Attrage,Sedan,5 seats,190,571
2025,4,THACO KIA,Sportage,SUV,5 seats,184,695
2025,4,THACO MAZDA,CX-8,SUV,7 seats,182,817
2025,4,Toyota,Fortuner,SUV,8 seats,171,599
2025,4,JMC,IZ,Light truck,,168,517
2025,4,Toyota,Corolla Cross Hybrid,Hybrid,,165,699
2025,4,THACO MAZDA,CX-30,SUV,7 seats,163,499
2025,4,Honda,HR-V Hybrid,Hybrid 5 seats,,151,151
2025,4,Toyota,Camry Hybrid,Hybrid,,148,390
2025,4,Honda,CR-V Hybrid,Hybrid,5 seats,147,584
2025,4,THACO KIA,K3,Sedan,5 seats,117,650
2025,4,Toyota,Camry,Sedan,5 seats,116,311
2025,4,Toyota,Avanza Premio CKD,MPV,7 seats,108,351
2025,4,Toyota,Fortuner (CBU),SUV,8 seats,96,262
2025,4,THACO TRUCK,Thaco dumptruck (SPV),,2 seats,60,400
2025,4,THACO KIA,Soluto,Sedan,5 seats,57,120
2025,4,Toyota,Yaris Cross Hybrid,Hybrid,,50,127
2025,4,Mitsubishi,Outlander,SUV,7 seats,48,215
2025,4,THACO KIA,Sorento,SUV,7 seats,45,205
2025,4,THACO KIA,Morning,Hatchback,5 seats,45,164
2025,4,Honda,Civic,Sedan,5 seats,42,166
2025,4,THACO KIA4. VA,KM5Asendtomedia_April25,Sedan,Pa5g seeats 1,32,
2025,4,Isuzu,D-Max,Pick-up,5 seats,32,147
2025,4,Toyota,Innova,MPV,8 seats,29,129
2025,4,Honda,Civic Hybrid,Hybrid,5 seats,27,77
2025,4,Toyota,Corolla,Sedan,5 seats,27,90
2025,4,Suzuki,Jimny,SUV,4 seats,25,94
2025,4,VIDABUS,G8,Large bus,29-34 seats,18,44
2025,4,Toyota,Landcruiser 200 GX 470,SUV,8 seats,18,43
2025,4,BUS THACO,Minibus,Minibus,,13,19
2025,4,Ford,Explorer,SUV,7 seats,13,120
2025,4,Isuzu,mu-X,SUV,7 seats,13,77
2025,4,Toyota,Alphard,MPV,7 seats,13,45
2025,4,YUCHAI YCK11 410,LIMOUSINE GR24W-YCK11,Medium bus,24 seats,11,11
2025,4,HYUDANI 425,LIMOUSINE KIA26H425-E5,Medium bus,26 seats,10,10
2025,4,Toyota,Alphard Hybrid,Hybrid,8 seats,8,29
2025,4,YUCHAI YCK11 410,LIMOUSINE GR26-YCK11,Medium bus,26 seats,7,7
2025,4,SAMCO,Xe Ben Bùn,Xe Ben Bùn (SPV),3 seats,6,6
2025,4,SAMCO,SAMCO 24 CN ~ 46CN,Medium bus,27 seats,6,36
2025,4,VIDABUS,G12,Large bus,47 seats,4,50
2025,4,THACO MAZDA,Mazda 6,Sedan,5 seats,4,56
2025,4,THACO KIA,New Sorento HEV/PHEV,Hybrid,7 seats,4,19
2025,4,Honda Honda,Accord,Sedan,5 seats,3,15
2025,4,HYUDANI 425,LIMOUSINE KIA36H425-E5,Large bus,36 seats,2,2
2025,4,HYUDANI 425,LIMOUSINE KIA24WH425-E5,Medium bus,24 seats,2,2
2025,4,Toyota,Corolla Hybrid,Hybrid,6 seats,1,4
2025,4,VIDABUS,BS 106,City bus,60 seats,,1
2025,4,Daewoo Truck,CL4TF/CL4T8/CL4DF,Light truck,,,5
2025,4,YUCHAI 6MK 385,UNIVERSE K47S-YE5,Large bus,47 seats,,9
2025,4,YUCHAI 6MK 385,LIMOUSINE B26YE5-EX,Medium bus,26 seats,,4
2025,4,YUCHAI 6MK 385,LIMOUSINE B26YE5,Medium bus,26 seats,,6
2025,4,Honda,Civic TypeR,Others,5 seats,,1
2025,4,SAMCO,Sewage suction truck,Sewage suction truck (SPV),3 seats,,3
2025,4,SAMCO,Vaccum tank truck,Vaccum tank truck (SPV),3 seats,,2
2025,4,SAMCO,Garbage compactor truck,Garbage compactor truck (SPV),3 seats,,2
2025,4,SAMCO,Truck,Medium truck,3 seats,,1
2025,4,Isuzu,Bus Chassis,Chassis,,,48
2025,4,Mitsubishi,Pajero Sport,SUV,7 seats,,48
2025,3,Mitsubishi,Xpander (CBU),MPV,7 seats,1840,3334
2025,3,Ford,Ranger CKD,Pick-up,5 seats,1262,3039
2025,3,THACO TRUCK,Frontier,Small truck,2 seats,1188,2398
2025,3,THACO MAZDA,CX-5,Crossover,5 seats,1099,3022
2025,3,Ford,Everest,SUV,7 seats,1074,2134
2025,3,Toyota,Vios,Sedan,5 seats,1041,2285
2025,3,THACO TRUCK,Thaco truck,Light truck Dump truck (SPV),2 seats,1000,2170
2025,3,Mitsubishi,Xforce,SUV,5 seats,948,1933
2025,3,Ford,Territory,MPV,5 seats,931,2095
2025,3,Isuzu,Truck,Other Truck,3 seats,845,1911
2025,3,Ford,Transit,Minibus,16 seats,703,1384
2025,3,Honda Honda,CITY,Sedan,5 seats,690,2001
2025,3,Mitsubishi,Xpander (CKD),MPV,7 seats,690,1057
2025,3,Honda,BR-V,MPV,7 seats,629,1215
2025,3,Toyota,Veloz Cross,MPV,8 seats,586,1167
2025,3,Honda,HR-V,SUV,5 seats,572,1345
2025,3,THACO KIA,Carnival,MPV,7 seats,556,1328
2025,3,Mitsubishi,Triton,Pick-up,5 seats,538,1000
2025,3,THACO KIA,Seltos,Crossover,5 seats,472,1317
2025,3,THACO KIA,Sonet,Crossover,5 seats,463,1279
2025,3,Toyota,Corolla Cross,SUV,5 seats,457,866
2025,3,THACO MAZDA,Mazda2,Sedan,5 seats,389,1021
2025,3,Honda,CR-V,SUV,7 seats,348,899
2025,3,THACO KIA,Carens,SUV,7 seats,320,826
2025,3,Toyota,Raize,SUV,5 seats,308,772
2025,3,Suzuki,Carry Pro CKD,Small truck,2 seats,303,663
2025,3,Toyota,Innova Cross,MPV,7 seats,299,751
2025,3,Suzuki,XL7 Hybrid,Hybrid,,275,574
2025,3,Ford,Ranger CBU,Pick-up,5 seats,274,723
2025,3,Mitsubishi,Attrage,Sedan,5 seats,273,381
2025,3,THACO MAZDA,CX-3,SUV,5 seats,267,614
2025,3,THACO PREMIUM,Peugeot SUV,peugeot,7 seats,259,691
2025,3,THACO MAZDA,CX-8,SUV,7 seats,239,635
2025,3,Toyota,Hilux,Pick-up,5 seats,233,578
2025,3,BUS THACO,Thaco 28 45 seats,Large bus,28 ~ 45 seats,220,533
2025,3,Hino,HINO,Other Truck,3 seats,218,426
2025,3,THACO MAZDA,Mazda3,Sedan,5 seats,204,661
2025,3,THACO KIA,Sportage,SUV,5 seats,198,511
2025,3,Toyota,Innova Cross Hybrid,Hybrid,,195,609
2025,3,THACO KIA,K3,Sedan,5 seats,177,533
2025,3,Toyota,Wigo,Sedan,5 seats,171,505
2025,3,Toyota,Fortuner,SUV,8 seats,168,428
2025,3,Toyota,Corolla Cross Hybrid,Hybrid,,161,534
2025,3,Toyota,Avanza Premio CKD,MPV,7 seats,131,243
2025,3,THACO MAZDA,CX-30,SUV,7 seats,128,336
2025,3,JMC,IZ,Light truck,,126,349
2025,3,Honda,CR-V Hybrid,Hybrid,5 seats,125,437
2025,3,Mitsubishi,Outlander,SUV,7 seats,101,167
2025,3,THACO TRUCK,Thaco dumptruck (SPV),,2 seats,90,340
2025,3,Toyota,Camry Hybrid,Hybrid,,81,242
2025,3,Toyota,Camry,Sedan,5 seats,80,195
2025,3,Toyota,Fortuner (CBU),SUV,8 seats,74,166
2025,3,Honda,Civic,Sedan,5 seats,67,124
2025,3,THACO KIA,Sorento,SUV,7 seats,58,160
2025,3,Toyota,Innova,MPV,8 seats,46,100
2025,3,Toyota,Yaris Cross Hybrid,Hybrid,,45,77
2025,3,Toyota,Corolla,Sedan,5 seats,42,63
2025,3,Isuzu,D-Max,Pick-up,5 seats,34,115
2025,3,Suzuki,Jimny,SUV,4 seats,34,69
2025,3,THACO KIA,Morning,Hatchback,5 seats,31,119
2025,3,VIDABUS,G12,Large bus,47 seats,30,46
2025,3,Ford,Explorer,SUV,7 seats,28,107
2025,3,THACO KIA,K5,Sedan,5 seats,27,49
2025,3,Isuzu,mu-X,SUV,7 seats,26,64
2025,3,Mitsubishi,Pajero Sport,SUV,7 seats,22,48
2025,3,3. VA THACO KIA,MAsendtomedia_March2 Soluto,5 Sedan,Page 1 5 seats,20,
2025,3,Toyota,Alphard,MPV,7 seats,20,32
2025,3,Honda,Civic Hybrid,Hybrid,5 seats,14,50
2025,3,SAMCO,SAMCO 24 CN ~ 46CN,Medium bus,27 seats,14,30
2025,3,Isuzu,Bus Chassis,Chassis,,12,48
2025,3,THACO MAZDA,Mazda 6,Sedan,5 seats,9,52
2025,3,YUCHAI 6MK 385,UNIVERSE K47S-YE5,Large bus,47 seats,6,9
2025,3,Toyota,Landcruiser 200 GX 470,SUV,8 seats,6,25
2025,3,Honda Honda,Accord,Sedan,5 seats,5,12
2025,3,VIDABUS,G8,Large bus,29-34 seats,4,26
2025,3,YUCHAI 6MK 385,LIMOUSINE B26YE5,Medium bus,26 seats,4,6
2025,3,Toyota,Alphard Hybrid,Hybrid,8 seats,4,21
2025,3,SAMCO,Sewage suction truck,Sewage suction truck (SPV),3 seats,3,3
2025,3,YUCHAI 6MK 385,LIMOUSINE B26YE5-EX,Medium bus,26 seats,2,4
2025,3,BUS THACO,Minibus,Minibus,,2,6
2025,3,Toyota,Corolla Hybrid,Hybrid,6 seats,2,3
2025,3,VIDABUS,BS 106,City bus,60 seats,1,1
2025,3,SAMCO,Garbage compactor truck,Garbage compactor truck (SPV),3 seats,1,2
2025,3,SAMCO,Truck,Medium truck,3 seats,1,1
2025,3,Daewoo Truck,CL4TF/CL4T8/CL4DF,Light truck,,,5
2025,3,VINAMOTOR,Vinamotor D8,Medium truck,Under 10T,,22
2025,3,Honda,Civic TypeR,Others,5 seats,,1
2025,3,THACO KIA,New Sorento HEV/PHEV,Hybrid,7 seats,,15
2025,3,SAMCO,Vaccum tank truck,Vaccum tank truck (SPV),3 seats,,2
2025,2,THACO MAZDA,CX-5,Crossover,5 seats,923,1923
2025,2,Ford,Ranger CKD,Pick-up,5 seats,920,1777
2025,2,THACO TRUCK,Frontier,Small truck,2 seats,840,1210
2025,2,Mitsubishi,Xpander (CBU),MPV,7 seats,827,1494
2025,2,THACO TRUCK,Thaco truck,Light truck Dump truck (SPV),2 seats,820,1170
2025,2,Ford,Everest,SUV,7 seats,760,1060
2025,2,Toyota,Vios,Sedan,5 seats,754,1244
2025,2,Honda Honda,CITY,Sedan,5 seats,743,1311
2025,2,Isuzu,Truck,Other Truck,3 seats,602,1066
2025,2,Ford,Territory,MPV,5 seats,464,1164
2025,2,THACO KIA,Carnival,MPV,7 seats,451,772
2025,2,Mitsubishi,Xforce,SUV,5 seats,433,985
2025,2,THACO KIA,Seltos,Crossover,5 seats,426,845
2025,2,Ford,Transit,Minibus,16 seats,397,681
2025,2,THACO KIA,Sonet,Crossover,5 seats,395,816
2025,2,Honda,HR-V,SUV,5 seats,390,773
2025,2,Toyota,Veloz Cross,MPV,8 seats,364,581
2025,2,THACO MAZDA,Mazda2,Sedan,5 seats,319,632
2025,2,THACO KIA,Carens,SUV,7 seats,279,506
2025,2,Toyota,Corolla Cross,SUV,5 seats,279,409
2025,2,Honda,CR-V,SUV,7 seats,278,551
2025,2,Toyota,Yaris Cross,SUV,5 seats,276,900
2025,2,THACO PREMIUM,Peugeot SUV,peugeot,7 seats,239,432
2025,2,THACO MAZDA,Mazda3,Sedan,5 seats,238,457
2025,2,Suzuki,Carry Pro CKD,Small truck,2 seats,229,360
2025,2,Mitsubishi,Xpander (CKD),MPV,7 seats,226,367
2025,2,Honda,BR-V,MPV,7 seats,221,586
2025,2,Mitsubishi,Triton,Pick-up,5 seats,216,462
2025,2,Toyota,Innova Cross,MPV,7 seats,194,452
2025,2,Toyota,Innova Cross Hybrid,Hybrid,,192,414
2025,2,THACO MAZDA,CX-8,SUV,7 seats,191,396
2025,2,Ford,Ranger CBU,Pick-up,5 seats,191,449
2025,2,THACO MAZDA,CX-3,SUV,5 seats,182,347
2025,2,Toyota,Hilux,Pick-up,5 seats,179,345
2025,2,THACO KIA,Sportage,SUV,5 seats,176,313
2025,2,Suzuki,XL7 Hybrid,Hybrid,,166,299
2025,2,THACO KIA,K3,Sedan,5 seats,151,356
2025,2,THACO TRUCK,Thaco dumptruck (SPV),,2 seats,150,250
2025,2,Toyota,Corolla Cross Hybrid,Hybrid,,143,373
2025,2,Toyota,Wigo,Sedan,5 seats,137,334
2025,2,Toyota,Raize,SUV,5 seats,135,464
2025,2,Honda,CR-V Hybrid,Hybrid,5 seats,132,312
2025,2,JMC,IZ,Light truck,,130,223
2025,2,BUS THACO,Thaco 28 45 seats,Large bus,28 ~ 45 seats,123,313
2025,2,Hino,HINO,Other Truck,3 seats,115,208
2025,2,THACO MAZDA,CX-30,SUV,7 seats,106,208
2025,2,Toyota,Fortuner,SUV,8 seats,106,260
2025,2,Toyota,Camry Hybrid,Hybrid,,80,161
2025,2,Toyota,Avanza Premio CKD,MPV,7 seats,70,112
2025,2,THACO KIA,Sorento,SUV,7 seats,58,102
2025,2,THACO KIA,Morning,Hatchback,5 seats,56,88
2025,2,Toyota,Fortuner (CBU),SUV,8 seats,55,92
2025,2,Toyota,Camry,Sedan,5 seats,50,115
2025,2,Mitsubishi,Attrage,Sedan,5 seats,47,108
2025,2,Mitsubishi,Outlander,SUV,7 seats,34,66
2025,2,Toyota,Land Prado,SUV,8 seats,29,48
2025,2,Toyota,Innova,MPV,8 seats,28,54
2025,2,Ford,Explorer,SUV,7 seats,26,79
2025,2,VAM THACO KIA,Asendtomedia_February2 Soluto,5 Sedan,Page 1 5 seats,25,
2025,2,Honda,Civic,Sedan,5 seats,24,57
2025,2,Isuzu,D-Max,Pick-up,5 seats,24,81
2025,2,Suzuki,Jimny,SUV,4 seats,19,35
2025,2,Honda,Civic Hybrid,Hybrid,5 seats,18,36
2025,2,THACO MAZDA,Mazda 6,Sedan,5 seats,16,43
2025,2,VIDABUS,G8,Large bus,29-34 seats,14,22
2025,2,Toyota,Corolla,Sedan,5 seats,14,21
2025,2,Isuzu,Bus Chassis,Chassis,,12,36
